date,time,Lift Fork Goal(mm),Current Height(mm),other info,action end state
W0122,16:37:04.308331,450,1999,," Lift Fork Action Succeeded !
"
W0122,16:38:00.838438,2000,438,," Lift Fork Action Succeeded !
"
W0122,16:38:06.861650,450,1999,," Lift Fork Action Succeeded !
"
W0122,16:39:05.824844,2000,446,," Lift Fork Action Succeeded !
"
W0122,16:39:11.846593,450,1991,," Lift Fork Action Succeeded !
"
W0122,16:40:08.627267,2000,436,," Lift Fork Action Succeeded !
"
W0122,16:40:14.647446,450,1997,," Lift Fork Action Succeeded !
"
W0122,16:41:14.033128,2000,435,," Lift Fork Action Succeeded !
"
W0122,16:41:20.078747,450,1995,," Lift Fork Action Succeeded !
"
W0122,16:42:16.583258,2000,441,," Lift Fork Action Succeeded !
"
W0122,16:42:22.604401,450,1996," Lift Fork Not Working, lift_fork_not_working_count  > 101
 Current : 433.146 mm. Goal : 450 mm. Stop Fork. 
"," Lift Fork Action Aborted !
"
W0122,16:43:47.847759,2000,431,," Lift Fork Action Succeeded !
"
W0122,16:43:53.930763,450,1994,," Lift Fork Action Succeeded !
"
W0122,16:44:50.477129,2000,440,," Lift Fork Action Succeeded !
"
W0122,16:44:56.531447,450,1997,," Lift Fork Action Succeeded !
"
W0122,16:45:55.531533,2000,450," Lift Fork Not Working, lift_fork_not_working_count  > 101
 Current : 1985.99 mm. Goal : 2000 mm. Stop Fork. 
"," Lift Fork Action Aborted !
"
W0122,16:47:45.395720,2000,608," Lift Fork Not Working, lift_fork_not_working_count  > 101
 Current : 1985.62 mm. Goal : 2000 mm. Stop Fork. 
"," Lift Fork Action Aborted !
"
W0122,16:49:49.599229,2000,471,," Lift Fork Action Succeeded !
"
W0122,16:49:55.555141,450,1991,," Lift Fork Action Succeeded !
"
W0122,16:50:52.165529,2000,446,," Lift Fork Action Succeeded !
"
W0122,16:50:58.217510,450,1993,," Lift Fork Action Succeeded !
"
W0122,16:51:57.221166,2000,443,," Lift Fork Action Succeeded !
"
W0122,16:52:03.212416,450,1996,," Lift Fork Action Succeeded !
"
W0122,16:53:00.059620,2000,437," Lift Fork Not Working, lift_fork_not_working_count  > 101
 Current : 1985.01 mm. Goal : 2000 mm. Stop Fork. 
"," Lift Fork Action Aborted !
"
W0122,16:55:02.673352,2000,435,," Lift Fork Action Succeeded !
"
W0122,16:55:08.726373,450,1998,," Lift Fork Action Succeeded !
"
W0123,09:13:10.100020,2000,517,," Lift Fork Action Succeeded !
"
W0123,09:13:15.275017,450,2003,," Lift Fork Action Succeeded !
"
W0123,09:14:12.215183,2000,447,," Lift Fork Action Succeeded !
"
W0123,09:14:17.873582,450,2011,," Lift Fork Action Succeeded !
"
W0123,09:15:17.691110,2000,440,," Lift Fork Action Succeeded !
"
W0123,09:15:23.045939,450,2003,," Lift Fork Action Succeeded !
"
W0123,09:16:20.485862,2000,447,," Lift Fork Action Succeeded !
"
W0123,09:16:25.810154,450,2005,," Lift Fork Action Succeeded !
"
W0123,09:17:25.681645,2000,444,," Lift Fork Action Succeeded !
"
W0123,09:17:31.039723,450,2007,," Lift Fork Action Succeeded !
"
W0123,09:18:28.191428,2000,446,," Lift Fork Action Succeeded !
"
W0123,09:18:33.550629,450,2009,," Lift Fork Action Succeeded !
"
W0123,09:19:32.832267,2000,446,," Lift Fork Action Succeeded !
"
W0123,09:19:38.195554,450,2005,," Lift Fork Action Succeeded !
"
W0123,09:20:35.231235,2000,447,," Lift Fork Action Succeeded !
"
W0123,09:20:40.863567,450,2009,," Lift Fork Action Succeeded !
"
W0123,09:21:40.386461,2000,445,," Lift Fork Action Succeeded !
"
W0123,09:21:45.776216,450,2009,," Lift Fork Action Succeeded !
"
W0123,09:22:43.175594,2000,448,," Lift Fork Action Succeeded !
"
W0123,09:22:48.559481,450,2004,," Lift Fork Action Succeeded !
"
W0123,09:23:47.725032,2000,453,," Lift Fork Action Succeeded !
"
W0123,09:23:53.082233,450,2005,," Lift Fork Action Succeeded !
"
W0123,09:24:50.371356,2000,453,," Lift Fork Action Succeeded !
"
W0123,09:24:55.762183,450,2005,," Lift Fork Action Succeeded !
"
W0123,09:25:55.313853,2000,457,," Lift Fork Action Succeeded !
"
W0123,09:26:00.733974,450,2008,," Lift Fork Action Succeeded !
"
W0123,09:26:57.620608,2000,445,," Lift Fork Action Succeeded !
"
W0123,09:27:03.041031,450,2009,," Lift Fork Action Succeeded !
"
W0123,09:28:02.431206,2000,452,," Lift Fork Action Succeeded !
"
W0123,09:28:07.817584,450,2002,," Lift Fork Action Succeeded !
"
W0123,09:29:04.686681,2000,455,," Lift Fork Action Succeeded !
"
W0123,09:29:10.071874,450,2004,," Lift Fork Action Succeeded !
"
W0123,09:30:09.664840,2000,448,," Lift Fork Action Succeeded !
"
W0123,09:30:15.291590,450,2008,," Lift Fork Action Succeeded !
"
W0123,09:31:12.420681,2000,457,," Lift Fork Action Succeeded !
"
W0123,09:31:17.838456,450,2005,," Lift Fork Action Succeeded !
"
W0123,09:32:17.103201,2000,450,," Lift Fork Action Succeeded !
"
W0123,09:32:22.557382,450,2008,," Lift Fork Action Succeeded !
"
W0123,09:33:19.419682,2000,453,," Lift Fork Action Succeeded !
"
W0123,09:33:24.902645,450,2008,," Lift Fork Action Succeeded !
"
W0123,09:34:24.059332,2000,445,," Lift Fork Action Succeeded !
"
W0123,09:34:29.477419,450,2004,," Lift Fork Action Succeeded !
"
W0123,09:35:26.523867,2000,442,," Lift Fork Action Succeeded !
"
W0123,09:35:32.000618,450,2007,," Lift Fork Action Succeeded !
"
W0123,09:36:31.407296,2000,437,," Lift Fork Action Succeeded !
"
W0123,09:36:36.913590,450,2007,," Lift Fork Action Succeeded !
"
W0123,09:37:33.548949,2000,444,," Lift Fork Action Succeeded !
"
W0123,09:37:39.023706,450,2003,," Lift Fork Action Succeeded !
"
W0123,09:38:38.259729,2000,441,," Lift Fork Action Succeeded !
"
W0123,09:38:43.797919,450,2008,," Lift Fork Action Succeeded !
"
W0123,09:39:40.644027,2000,448,," Lift Fork Action Succeeded !
"
W0123,09:39:46.123865,450,2003,," Lift Fork Action Succeeded !
"
W0123,09:40:45.173058,2000,456,," Lift Fork Action Succeeded !
"
W0123,09:40:50.715453,450,2009,," Lift Fork Action Succeeded !
"
W0123,09:41:47.352828,2000,451,," Lift Fork Action Succeeded !
"
W0123,09:41:52.861621,450,2006,," Lift Fork Action Succeeded !
"
W0123,09:42:52.150076,2000,446,," Lift Fork Action Succeeded !
"
W0123,09:42:57.659272,450,2004,," Lift Fork Action Succeeded !
"
W0123,09:43:54.435041,2000,457,," Lift Fork Action Succeeded !
"
W0123,09:43:59.947221,450,1994,," Lift Fork Action Succeeded !
"
W0123,09:44:59.014631,2000,457,," Lift Fork Action Succeeded !
"
W0123,09:45:04.490605,450,2003,," Lift Fork Action Succeeded !
"
W0123,09:46:00.955313,2000,448,," Lift Fork Action Succeeded !
"
W0123,09:46:06.463233,450,2002,," Lift Fork Action Succeeded !
"
W0123,09:47:05.885939,2000,451,," Lift Fork Action Succeeded !
"
W0123,09:47:11.425482,450,1995,," Lift Fork Action Succeeded !
"
W0123,09:48:08.737689,2000,452,," Lift Fork Action Succeeded !
"
W0123,09:48:14.244024,450,2003,," Lift Fork Action Succeeded !
"
W0123,09:49:13.497679,2000,452,," Lift Fork Action Succeeded !
"
W0123,09:49:18.975030,450,2001,," Lift Fork Action Succeeded !
"
W0123,09:50:15.819582,2000,457,," Lift Fork Action Succeeded !
"
W0123,09:50:21.416496,450,2008,," Lift Fork Action Succeeded !
"
W0123,09:51:21.016523,2000,451,," Lift Fork Action Succeeded !
"
W0123,09:51:26.560168,450,2000,," Lift Fork Action Succeeded !
"
W0123,09:52:23.509310,2000,446,," Lift Fork Action Succeeded !
"
W0123,09:52:29.077695,450,2000,," Lift Fork Action Succeeded !
"
W0123,09:53:28.227005,2000,456,," Lift Fork Action Succeeded !
"
W0123,09:53:33.766039,450,2002,," Lift Fork Action Succeeded !
"
W0123,09:54:30.466662,2000,445,," Lift Fork Action Succeeded !
"
W0123,09:54:36.032069,450,2004,," Lift Fork Action Succeeded !
"
W0123,09:55:35.235357,2000,447,," Lift Fork Action Succeeded !
"
W0123,09:55:40.837906,450,1997,," Lift Fork Action Succeeded !
"
W0123,09:56:37.619446,2000,441,," Lift Fork Action Succeeded !
"
W0123,09:56:43.215818,450,2001,," Lift Fork Action Succeeded !
"
W0123,09:57:42.394076,2000,456,," Lift Fork Action Succeeded !
"
W0123,09:57:47.966778,450,1999,," Lift Fork Action Succeeded !
"
W0123,09:58:44.715487,2000,439,," Lift Fork Action Succeeded !
"
W0123,09:58:50.342648,450,2000,," Lift Fork Action Succeeded !
"
W0123,09:59:49.565295,2000,455,," Lift Fork Action Succeeded !
"
W0123,09:59:55.133932,450,2002,," Lift Fork Action Succeeded !
"
W0123,10:00:51.766916,2000,447,," Lift Fork Action Succeeded !
"
W0123,10:00:57.362980,450,2000,," Lift Fork Action Succeeded !
"
W0123,10:01:56.446197,2000,441,," Lift Fork Action Succeeded !
"
W0123,10:02:02.074260,450,1996,," Lift Fork Action Succeeded !
"
W0123,10:02:58.356515,2000,452,," Lift Fork Action Succeeded !
"
W0123,10:03:03.956980,450,2003,," Lift Fork Action Succeeded !
"
W0123,10:04:03.224915,2000,447,," Lift Fork Action Succeeded !
"
W0123,10:04:08.851526,450,2002,," Lift Fork Action Succeeded !
"
W0123,10:05:05.482699,2000,445,," Lift Fork Action Succeeded !
"
W0123,10:05:11.110826,450,2004,," Lift Fork Action Succeeded !
"
W0123,10:06:10.272486,2000,443,," Lift Fork Action Succeeded !
"
W0123,10:06:15.934300,450,1999,," Lift Fork Action Succeeded !
"
W0123,10:07:12.282464,2000,456,," Lift Fork Action Succeeded !
"
W0123,10:07:17.887063,450,2002,," Lift Fork Action Succeeded !
"
W0123,10:08:16.913395,2000,447,," Lift Fork Action Succeeded !
"
W0123,10:08:22.539712,450,1999,," Lift Fork Action Succeeded !
"
W0123,10:09:19.078333,2000,440,," Lift Fork Action Succeeded !
"
W0123,10:09:24.765210,450,2002,," Lift Fork Action Succeeded !
"
W0123,10:10:24.043278,2000,443,," Lift Fork Action Succeeded !
"
W0123,10:10:29.737692,450,1999,," Lift Fork Action Succeeded !
"
W0123,10:11:26.347031,2000,447,," Lift Fork Action Succeeded !
"
W0123,10:11:32.005113,450,2001,," Lift Fork Action Succeeded !
"
W0123,10:12:31.226528,2000,449,," Lift Fork Action Succeeded !
"
W0123,10:12:36.883059,450,2001,," Lift Fork Action Succeeded !
"
W0123,10:13:33.393045,2000,453,," Lift Fork Action Succeeded !
"
W0123,10:13:39.055402,450,2001,," Lift Fork Action Succeeded !
"
W0123,10:14:38.360039,2000,443," WAGO Heartbeat Stopped , Please check if the connection cable is loose
"," Lift Fork Action Succeeded !
"
W0123,10:14:44.021714,450,1999,," Lift Fork Action Succeeded !
"
W0123,10:15:40.424896,2000,446,," Lift Fork Action Succeeded !
"
W0123,10:15:46.109622,450,2002,," Lift Fork Action Succeeded !
"
W0123,10:16:45.127184,2000,442,," Lift Fork Action Succeeded !
"
W0123,10:16:50.830964,450,2001,," Lift Fork Action Succeeded !
"
W0123,10:17:47.530794,2000,453,," Lift Fork Action Succeeded !
"
W0123,10:17:53.226186,450,2003,," Lift Fork Action Succeeded !
"
W0123,10:18:52.377204,2000,446,," Lift Fork Action Succeeded !
"
W0123,10:18:58.071816,450,1999,," Lift Fork Action Succeeded !
"
W0123,10:19:54.515165,2000,447,," Lift Fork Action Succeeded !
"
W0123,10:20:00.230906,450,2000,," Lift Fork Action Succeeded !
"
W0123,10:20:59.273289,2000,448,," Lift Fork Action Succeeded !
"
W0123,10:21:04.997522,450,1998,," Lift Fork Action Succeeded !
"
W0123,10:22:01.482656,2000,447,," Lift Fork Action Succeeded !
"
W0123,10:22:07.204419,450,1996,," Lift Fork Action Succeeded !
"
W0123,10:23:06.224510,2000,450,," Lift Fork Action Succeeded !
"
W0123,10:23:11.918757,450,2001,," Lift Fork Action Succeeded !
"
W0123,10:24:08.310456,2000,448,," Lift Fork Action Succeeded !
"
W0123,10:24:14.030966,450,2000," AgwRx1 , ID 0x373 , Data : 0 0 0 0 0 3a 38 bd 
 AgwPDO1 , ID 0x363 , Data : 0 0 3 0 6 90 f 71 
 AgwRx3 , ID 0x375 , Data : 0 0 0 0 0 a cb 59 
 AgwRx3 , ID 0x375 , Data : 0 0 0 0 0 1a 34 c8 
 AgwRx1 , ID 0x373 , Data : 0 0 0 0 0 46 b3 2c 
 AgwRx3 , ID 0x375 , Data : 0 0 0 0 0 2a 50 47 
 AgwPDO1 , ID 0x363 , Data : 0 0 3 0 6 a0 6b fe 
"," Lift Fork Action Succeeded !
"
W0123,10:28:30.103672,2000,443,," Lift Fork Action Succeeded !
"
W0123,10:28:35.856410,450,1996,," Lift Fork Action Succeeded !
"
W0123,10:29:32.242750,2000,456,," Lift Fork Action Succeeded !
"
W0123,10:29:37.932600,450,2001,," Lift Fork Action Succeeded !
"
W0123,10:30:37.064227,2000,445,," Lift Fork Action Succeeded !
"
W0123,10:30:42.753651,450,2000,," Lift Fork Action Succeeded !
"
W0123,10:31:39.276122,2000,454,," Lift Fork Action Succeeded !
"
W0123,10:31:44.992554,450,1999,," Lift Fork Action Succeeded !
"
W0123,10:32:44.341480,2000,437,," Lift Fork Action Succeeded !
"
W0123,10:32:50.119407,450,2001,," Lift Fork Action Succeeded !
"
W0123,10:33:46.365080,2000,449,," Lift Fork Action Succeeded !
"
W0123,10:33:52.086892,450,2003,," Lift Fork Action Succeeded !
"
W0123,10:34:51.077754,2000,449,," Lift Fork Action Succeeded !
"
W0123,10:34:56.823105,450,2000,," Lift Fork Action Succeeded !
"
W0123,10:35:53.308831,2000,452,," Lift Fork Action Succeeded !
"
W0123,10:35:59.055061,450,2002,," Lift Fork Action Succeeded !
"
W0123,10:36:58.059170,2000,449,," Lift Fork Action Succeeded !
"
W0123,10:37:03.776504,450,1996,," Lift Fork Action Succeeded !
"
W0123,10:38:00.211862,2000,454,," Lift Fork Action Succeeded !
"
W0123,10:38:05.994120,450,1993,," Lift Fork Action Succeeded !
"
W0123,10:39:05.214458,2000,455,," Lift Fork Action Succeeded !
"
W0123,10:39:10.997031,450,1992,," Lift Fork Action Succeeded !
"
W0123,10:40:07.603775,2000,446,," Lift Fork Action Succeeded !
"
W0123,10:40:13.384912,450,2000,," Lift Fork Action Succeeded !
"
W0123,10:41:12.653132,2000,455,," Lift Fork Action Succeeded !
"
W0123,10:41:18.375535,450,1996,," Lift Fork Action Succeeded !
"
W0123,10:42:14.904214,2000,448,," Lift Fork Action Succeeded !
"
W0123,10:42:20.680155,450,1998,," Lift Fork Action Succeeded !
"
W0123,10:43:19.779067,2000,455,," Lift Fork Action Succeeded !
"
W0123,10:43:25.529934,450,1998,," Lift Fork Action Succeeded !
"
W0123,10:44:22.067698,2000,443,," Lift Fork Action Succeeded !
"
W0123,10:44:27.878722,450,2004,," Lift Fork Action Succeeded !
"
W0123,10:45:27.062547,2000,447,," Lift Fork Action Succeeded !
"
W0123,10:45:32.809316,450,1995,," Lift Fork Action Succeeded !
"
W0123,10:46:29.282891,2000,447,," Lift Fork Action Succeeded !
"
W0123,10:46:35.124456,450,1989,," Lift Fork Action Succeeded !
"
W0123,10:47:34.046639,2000,453,," Lift Fork Action Succeeded !
"
W0123,10:47:39.828436,450,2001,," Lift Fork Action Succeeded !
"
W0123,10:48:36.454766,2000,445,," Lift Fork Action Succeeded !
"
W0123,10:48:42.261242,450,2000,," Lift Fork Action Succeeded !
"
W0123,10:49:41.318042,2000,452,," Lift Fork Action Succeeded !
"
W0123,10:49:47.132372,450,2000,," Lift Fork Action Succeeded !
"
W0123,10:50:43.477811,2000,440,," Lift Fork Action Succeeded !
"
W0123,10:50:49.320143,450,2000,," Lift Fork Action Succeeded !
"
W0123,10:51:48.556864,2000,450,," Lift Fork Action Succeeded !
"
W0123,10:51:54.397647,450,1989,," Lift Fork Action Succeeded !
"
W0123,10:52:51.120332,2000,447,," Lift Fork Action Succeeded !
"
W0123,10:52:56.934981,450,1994,," Lift Fork Action Succeeded !
"
W0123,10:53:55.914357,2000,446,," Lift Fork Action Succeeded !
"
W0123,10:54:01.728157,450,1996,," Lift Fork Action Succeeded !
"
W0123,10:54:58.104045,2000,453,," Lift Fork Action Succeeded !
"
W0123,10:55:03.943363,450,1990,," Lift Fork Action Succeeded !
"
W0123,10:56:02.908007,2000,446,," Lift Fork Action Succeeded !
"
W0123,10:56:08.744391,450,2000,," Lift Fork Action Succeeded !
"
W0123,10:57:05.360723,2000,454,," Lift Fork Action Succeeded !
"
W0123,10:57:11.137374,450,1997,," Lift Fork Action Succeeded !
"
W0123,10:58:10.394785,2000,446,," Lift Fork Action Succeeded !
"
W0123,10:58:16.229715,450,1999,," Lift Fork Action Succeeded !
"
W0123,10:59:12.988060,2000,457,," Lift Fork Action Succeeded !
"
W0123,10:59:18.798081,450,1997,," Lift Fork Action Succeeded !
"
W0123,11:00:17.712647,2000,447,," Lift Fork Action Succeeded !
"
W0123,11:00:23.550385,450,1997,," Lift Fork Action Succeeded !
"
W0123,11:01:19.979431,2000,447,," Lift Fork Action Succeeded !
"
W0123,11:01:25.816424,450,1998,," Lift Fork Action Succeeded !
"
W0123,11:02:24.897163,2000,449,," Lift Fork Action Succeeded !
"
W0123,11:02:30.771057,450,1991,," Lift Fork Action Succeeded !
"
W0123,11:03:27.784816,2000,447,," Lift Fork Action Succeeded !
"
W0123,11:03:33.654558,450,1991,," Lift Fork Action Succeeded !
"
W0123,11:04:32.950395,2000,452,," Lift Fork Action Succeeded !
"
W0123,11:04:38.789351,450,1997,," Lift Fork Action Succeeded !
"
W0123,11:05:35.290313,2000,440,," Lift Fork Action Succeeded !
"
W0123,11:05:41.157372,450,1998,," Lift Fork Action Succeeded !
"
W0123,11:06:40.568838,2000,436,," Lift Fork Action Succeeded !
"
W0123,11:06:46.471493,450,1999,," Lift Fork Action Succeeded !
"
W0123,11:07:43.249878,2000,447,," Lift Fork Action Succeeded !
"
W0123,11:07:49.119005,450,1994,," Lift Fork Action Succeeded !
"
W0123,11:08:47.821238,2000,445,," Lift Fork Action Succeeded !
"
W0123,11:08:53.727468,450,1992,," Lift Fork Action Succeeded !
"
W0123,11:09:50.009245,2000,442,," Lift Fork Action Succeeded !
"
W0123,11:09:55.879458,450,1996,," Lift Fork Action Succeeded !
"
W0123,11:10:54.878003,2000,442,," Lift Fork Action Succeeded !
"
W0123,11:11:00.774737,450,1993,," Lift Fork Action Succeeded !
"
W0123,11:11:57.313411,2000,444,," Lift Fork Action Succeeded !
"
W0123,11:12:03.178561,450,1998,," Lift Fork Action Succeeded !
"
W0123,11:13:02.539991,2000,434,," Lift Fork Action Succeeded !
"
W0123,11:13:08.498618,450,1992,," Lift Fork Action Succeeded !
"
W0123,11:14:04.682049,2000,440,," Lift Fork Action Succeeded !
"
W0123,11:14:10.585023,450,2001,," Lift Fork Action Succeeded !
"
W0123,11:15:09.524343,2000,440,," Lift Fork Action Succeeded !
"
W0123,11:15:15.422225,450,2000,," Lift Fork Action Succeeded !
"
W0123,11:16:11.714802,2000,444,," Lift Fork Action Succeeded !
"
W0123,11:16:17.588440,450,1998,," Lift Fork Action Succeeded !
"
W0123,11:17:16.431468,2000,447,," Lift Fork Action Succeeded !
"
W0123,11:17:22.361394,450,1989,," Lift Fork Action Succeeded !
"
W0123,11:18:18.561667,2000,445,," Lift Fork Action Succeeded !
"
W0123,11:18:24.463711,450,1994,," Lift Fork Action Succeeded !
"
W0123,11:19:23.688755,2000,442,," Lift Fork Action Succeeded !
"
W0123,11:19:29.624668,450,1994,," Lift Fork Action Succeeded !
"
W0123,11:20:27.916898,2000,438,," Lift Fork Action Succeeded !
"
W0123,11:20:33.820746,450,1997,," Lift Fork Action Succeeded !
"
W0123,11:21:32.849408,2000,442,," Lift Fork Action Succeeded !
"
W0123,11:21:38.753785,450,1998,," Lift Fork Action Succeeded !
"
W0123,11:22:34.893362,2000,445,," Lift Fork Action Succeeded !
"
W0123,11:22:40.826359,450,1992,," Lift Fork Action Succeeded !
"
W0123,11:23:40.035214,2000,447,," Lift Fork Action Succeeded !
"
W0123,11:23:45.968998,450,1990,," Lift Fork Action Succeeded !
"
W0123,11:24:42.560411,2000,451,," Lift Fork Action Succeeded !
"
W0123,11:24:48.462797,450,1994,," Lift Fork Action Succeeded !
"
W0123,11:25:47.492027,2000,445,," Lift Fork Action Succeeded !
"
W0123,11:25:53.395251,450,1998,," Lift Fork Action Succeeded !
"
W0123,11:26:49.473259,2000,441,," Lift Fork Action Succeeded !
"
W0123,11:26:55.372895,450,1998,," Lift Fork Action Succeeded !
"
W0123,11:27:54.375799,2000,439,," Lift Fork Action Succeeded !
"
W0123,11:28:00.340167,450,1995,," Lift Fork Action Succeeded !
"
W0123,11:28:56.871811,2000,442,," Lift Fork Action Succeeded !
"
W0123,11:29:02.835179,450,1991,," Lift Fork Action Succeeded !
"
W0123,11:30:02.176923,2000,436,," Lift Fork Action Succeeded !
"
W0123,11:30:08.165427,450,1991,," Lift Fork Action Succeeded !
"
W0123,11:31:04.523231,2000,442,," Lift Fork Action Succeeded !
"
W0123,11:31:10.451699,450,1996,," Lift Fork Action Succeeded !
"
W0123,11:32:09.407753,2000,441,," Lift Fork Action Succeeded !
"
W0123,11:32:15.393514,450,1994,," Lift Fork Action Succeeded !
"
W0123,11:33:11.709370,2000,447,," Lift Fork Action Succeeded !
"
W0123,11:33:17.643985,450,1998,," Lift Fork Action Succeeded !
"
W0123,11:34:17.109381,2000,443,," Lift Fork Action Succeeded !
"
W0123,11:34:23.099821,450,1993,," Lift Fork Action Succeeded !
"
W0123,11:35:19.361088,2000,441,," Lift Fork Action Succeeded !
"
W0123,11:35:25.319284,450,1992,," Lift Fork Action Succeeded !
"
W0123,11:36:24.331238,2000,443,," Lift Fork Action Succeeded !
"
W0123,11:36:30.295696,450,1992,," Lift Fork Action Succeeded !
"
W0123,11:37:26.512877,2000,443,," Lift Fork Action Succeeded !
"
W0123,11:37:32.499202,450,1992,," Lift Fork Action Succeeded !
"
W0123,11:38:31.446382,2000,447,," Lift Fork Action Succeeded !
"
W0123,11:38:37.341691,450,1998,," Lift Fork Action Succeeded !
"
W0123,11:39:33.709179,2000,447,," Lift Fork Action Succeeded !
"
W0123,11:39:39.665138,450,1993," Lift Fork Not Working, lift_fork_not_working_count  > 101
 Current : 434.467 mm. Goal : 450 mm. Stop Fork. 
"," Lift Fork Action Aborted !
"
W0123,11:41:17.258860,2000,432,," Lift Fork Action Succeeded !
"
W0123,11:41:23.221829,450,1997,," Lift Fork Action Succeeded !
"
W0123,11:42:20.209708,2000,434,," Lift Fork Action Succeeded !
"
W0123,11:42:26.206231,450,1995,," Lift Fork Action Succeeded !
"
W0123,11:43:25.766933,2000,436,," Lift Fork Action Succeeded !
"
W0123,11:43:31.730428,450,1997,," Lift Fork Action Succeeded !
"
W0123,11:44:27.958303,2000,451,," Lift Fork Action Succeeded !
"
W0123,11:44:33.945144,450,1988,," Lift Fork Action Succeeded !
"
W0123,11:45:32.910270,2000,443,," Lift Fork Action Succeeded !
"
W0123,11:45:38.903923,450,1994,," Lift Fork Action Succeeded !
"
W0123,11:46:35.464985,2000,452,," Lift Fork Action Succeeded !
"
W0123,11:46:41.422309,450,1989,," Lift Fork Action Succeeded !
"
W0123,11:47:40.790407,2000,447,," Lift Fork Action Succeeded !
"
W0123,11:47:46.777539,450,1990,," Lift Fork Action Succeeded !
"
W0123,11:48:43.185091,2000,439,," Lift Fork Action Succeeded !
"
W0123,11:48:49.173522,450,1993,," Lift Fork Action Succeeded !
"
W0123,11:49:48.281646,2000,439,," Lift Fork Action Succeeded !
"
W0123,11:49:54.297256,450,1994,," Lift Fork Action Succeeded !
"
W0123,11:50:50.862253,2000,446,," Lift Fork Action Succeeded !
"
W0123,11:50:56.826237,450,1992,," Lift Fork Action Succeeded !
"
W0123,11:51:55.796494,2000,443,," Lift Fork Action Succeeded !
"
W0123,11:52:01.759608,450,1995,," Lift Fork Action Succeeded !
"
W0123,11:52:58.423863,2000,442," Lift Fork Not Working, lift_fork_not_working_count  > 101
 Current : 1986.09 mm. Goal : 2000 mm. Stop Fork. 
"," Lift Fork Action Aborted !
"
W0123,13:13:18.273726,2000,587,," Lift Fork Action Succeeded !
"
W0123,13:13:23.538532,450,2000,," Lift Fork Action Succeeded !
"
W0123,13:14:20.166726,2000,445,," Lift Fork Action Succeeded !
"
W0123,13:14:25.734274,450,2000,," Lift Fork Action Succeeded !
"
W0123,13:15:24.970100,2000,448,," Lift Fork Action Succeeded !
"
W0123,13:15:30.538990,450,2000,," Lift Fork Action Succeeded !
"
W0123,13:16:27.474992,2000,453,," Lift Fork Action Succeeded !
"
W0123,13:16:33.046133,450,2003,," Lift Fork Action Succeeded !
"
W0123,13:17:32.222040,2000,449,," Lift Fork Action Succeeded !
"
W0123,13:17:37.884536,450,2004,," Lift Fork Action Succeeded !
"
W0123,13:18:34.256778,2000,447,," Lift Fork Action Succeeded !
"
W0123,13:18:39.917060,450,2002,," Lift Fork Action Succeeded !
"
W0123,13:19:38.999245,2000,445,," Lift Fork Action Succeeded !
"
W0123,13:19:44.660533,450,1998," AgwRx1 , ID 0x373 , Data : 0 0 0 0 0 7a e 80 
 AgwRx3 , ID 0x375 , Data : 0 0 0 0 0 3a af d6 
 AgwRx3 , ID 0x375 , Data : 0 0 0 0 0 4a fd 64 
 AgwPDO1 , ID 0x363 , Data : 0 0 9 0 6 d0 bc de 
 AgwRx1 , ID 0x373 , Data : 0 0 0 0 0 8a 30 48 
 AgwRx3 , ID 0x375 , Data : 0 0 0 0 0 5a 2 f5 
 AgwRx3 , ID 0x375 , Data : 0 0 0 0 0 6a 66 7a 
 AgwRx1 , ID 0x373 , Data : 0 0 0 0 0 96 16 fa 
 AgwPDO1 , ID 0x363 , Data : 0 0 b 0 6 e0 b8 27 
 Preempt! New Lift Fork Goal Received! Stopped Current Job.
 Current : 438.77 mm. Goal : 450 mm. 
"," Lift Fork Action Aborted !
"
W0123,13:23:16.930167,2000,438,," Lift Fork Action Succeeded !
"
W0123,13:23:22.653337,450,1992,," Lift Fork Action Succeeded !
"
W0123,13:24:19.179785,2000,447,," Lift Fork Action Succeeded !
"
W0123,13:24:24.813562,450,1999,," Lift Fork Action Succeeded !
"
W0123,13:25:23.939781,2000,445,," Lift Fork Action Succeeded !
"
W0123,13:25:29.602182,450,2002,," Lift Fork Action Succeeded !
"
W0123,13:26:26.310896,2000,449,," Lift Fork Action Succeeded !
"
W0123,13:26:31.990178,450,2000,," Lift Fork Action Succeeded !
"
W0123,13:27:31.154321,2000,440,," Lift Fork Action Succeeded !
"
W0123,13:27:36.873440,450,2000,," Lift Fork Action Succeeded !
"
W0123,13:28:33.250453,2000,456,," Lift Fork Action Succeeded !
"
W0123,13:28:38.907114,450,1998,," Lift Fork Action Succeeded !
"
W0123,13:29:37.972079,2000,449,," Lift Fork Action Succeeded !
"
